query_image_path,query_label,group,conv_correct,dino_correct,conv_topk_image_paths,conv_topk_labels,conv_topk_scores,dino_topk_image_paths,dino_topk_labels,dino_topk_scores
/kaggle/input/rsna-png/data/test/f661fe70-2fc1-4564-9f53-45504c0b0688.png,pneumonia,dino_correct_conv_wrong,False,True,"[""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200325010134750210.1003000225002.png"", ""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200320103403375580.1003000225002.png"", ""/kaggle/input/rsna-png/data/test/05d3817a-5535-4e77-8dda-d4412e496c81.png"", ""/kaggle/input/rsna-png/data/test/streptococcus-pneumoniae-pneumonia-temporal-evolution-1-day3.jpg"", ""/kaggle/input/rsna-png/data/test/b5714c0f-6d0f-4c56-833f-8b83f19e982a.png""]","[""COVID-19"", ""COVID-19"", ""pneumonia"", ""pneumonia"", ""pneumonia""]","[null, null, null, null, null]","[""/kaggle/input/rsna-png/data/test/3db7e979-5f97-4985-bf0c-cdea7951e246.png"", ""/kaggle/input/rsna-png/data/test/f743c21e-5876-460b-bbd6-2e2dcca41baa.png"", ""/kaggle/input/rsna-png/data/test/3d070009-c877-4ed4-ac80-53781cb30fef.png"", ""/kaggle/input/rsna-png/data/test/f760c946-a103-4991-a6e5-ff60c24cd99f.png"", ""/kaggle/input/rsna-png/data/test/b021293c-4dd0-450c-b1a4-2d72cedab0a2.png""]","[""pneumonia"", ""pneumonia"", ""pneumonia"", ""pneumonia"", ""pneumonia""]","[null, null, null, null, null]"
/kaggle/input/rsna-png/data/test/adce8349-6836-4328-ab63-f356d0bbe298.png,pneumonia,dino_correct_conv_wrong,False,True,"[""/kaggle/input/rsna-png/data/test/e155c13d-7ac7-4765-bb86-899349978413.png"", ""/kaggle/input/rsna-png/data/test/af169d21-1c39-445e-82d8-5035182a3a8c.png"", ""/kaggle/input/rsna-png/data/test/0a8d486f-1aa6-4fcf-b7be-4bf04fc8628b.png"", ""/kaggle/input/rsna-png/data/test/1565fd6c-9432-454a-87e4-937fd5ad5b60.png"", ""/kaggle/input/rsna-png/data/test/ae06b30f-ae30-40d3-b237-c934ce499774.png""]","[""normal"", ""pneumonia"", ""pneumonia"", ""pneumonia"", ""pneumonia""]","[null, null, null, null, null]","[""/kaggle/input/rsna-png/data/test/a0a8370a-dc3f-4f70-a440-e3fa9827928a.png"", ""/kaggle/input/rsna-png/data/test/0d9b1283-fc24-4fd3-a520-bc5d563e13e1.png"", ""/kaggle/input/rsna-png/data/test/ca3c90e4-f7fe-4f6e-b20b-81473deab4f0.png"", ""/kaggle/input/rsna-png/data/test/6b969591-8a07-49ed-9f65-fa19a453df59.png"", ""/kaggle/input/rsna-png/data/test/af6ef3d9-81c8-434e-bc5a-dbf89bc418aa.png""]","[""pneumonia"", ""pneumonia"", ""normal"", ""normal"", ""normal""]","[null, null, null, null, null]"
/kaggle/input/rsna-png/data/test/1B734A89-A1BF-49A8-A1D3-66FAFA4FAC5D.jpeg,COVID-19,dino_correct_conv_wrong,False,True,"[""/kaggle/input/rsna-png/data/test/3f504abe-2133-4e09-98af-743cdea486f9.png"", ""/kaggle/input/rsna-png/data/test/covid-19-pneumonia-15-PA.jpg"", ""/kaggle/input/rsna-png/data/test/88de9d8c39e946abd495b37cd07d89e5-0666-0.jpg"", ""/kaggle/input/rsna-png/data/test/COVID-94.png"", ""/kaggle/input/rsna-png/data/test/436dce2a-06c3-4281-bb8e-840497a49381.png""]","[""pneumonia"", ""COVID-19"", ""COVID-19"", ""COVID-19"", ""normal""]","[null, null, null, null, null]","[""/kaggle/input/rsna-png/data/test/COVID-00027.jpg"", ""/kaggle/input/rsna-png/data/test/covid-19-pneumonia-evolution-over-a-week-1-day3.jpg"", ""/kaggle/input/rsna-png/data/test/B2D20576-00B7-4519-A415-72DE29C90C34.jpeg"", ""/kaggle/input/rsna-png/data/test/covid-19-pneumonia-20.jpg"", ""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200329171322703880.1003000225002.png""]","[""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19""]","[null, null, null, null, null]"
/kaggle/input/rsna-png/data/test/6b44464d-73a7-4cf3-bbb6-ffe7168300e3.annot.original.jpeg,COVID-19,dino_correct_conv_wrong,False,True,"[""/kaggle/input/rsna-png/data/test/cdac0980-033c-4685-b7e4-0a12c86a00a9.png"", ""/kaggle/input/rsna-png/data/test/5b12801f-aaf7-442e-b994-ec8f15ce78e5.png"", ""/kaggle/input/rsna-png/data/test/fc958b63-5da8-448d-8962-3c5167dc9410.png"", ""/kaggle/input/rsna-png/data/test/ffba6230-71cf-4287-a0d1-887f5d16e95d.png"", ""/kaggle/input/rsna-png/data/test/63192a6c-02ba-48a5-932a-bb82aeacb1bc.png""]","[""normal"", ""normal"", ""normal"", ""normal"", ""normal""]","[null, null, null, null, null]","[""/kaggle/input/rsna-png/data/test/COVID-119.png"", ""/kaggle/input/rsna-png/data/test/COVID-94.png"", ""/kaggle/input/rsna-png/data/test/16654_1_1.png"", ""/kaggle/input/rsna-png/data/test/1-s2.0-S0929664620300449-gr2_lrg-d.jpg"", ""/kaggle/input/rsna-png/data/test/COVID-215.png""]","[""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19""]","[null, null, null, null, null]"
/kaggle/input/rsna-png/data/test/covid-19-pneumonia-mild.JPG,COVID-19,dino_correct_conv_wrong,False,True,"[""/kaggle/input/rsna-png/data/test/af1d168c-4850-41e1-85b8-ff8fc645e671.png"", ""/kaggle/input/rsna-png/data/test/DX.1.2.840.113564.1722810162.20200328170109600900.1203801020003.png"", ""/kaggle/input/rsna-png/data/test/COVID-119.png"", ""/kaggle/input/rsna-png/data/test/ad446933-fb8e-4739-bb40-2063e796ffd8.png"", ""/kaggle/input/rsna-png/data/test/COVID-106.png""]","[""normal"", ""COVID-19"", ""COVID-19"", ""normal"", ""COVID-19""]","[null, null, null, null, null]","[""/kaggle/input/rsna-png/data/test/covid-19-pneumonia-evolution-over-a-week-1-day0-PA.jpg"", ""/kaggle/input/rsna-png/data/test/COVID-106.png"", ""/kaggle/input/rsna-png/data/test/DX.1.2.840.113564.1722810162.20200328170109600900.1203801020003.png"", ""/kaggle/input/rsna-png/data/test/88de9d8c39e946abd495b37cd07d89e5-0666-0.jpg"", ""/kaggle/input/rsna-png/data/test/covid-19-pneumonia-44-day-0.jpeg""]","[""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19""]","[null, null, null, null, null]"
/kaggle/input/rsna-png/data/test/16654_1_1.png,COVID-19,dino_correct_conv_wrong,False,True,"[""/kaggle/input/rsna-png/data/test/SARS-10.1148rg.242035193-g04mr34g05x-Fig5-day9.jpeg"", ""/kaggle/input/rsna-png/data/test/e1d23cbe-213d-48d6-a8c2-672c4e68285d.png"", ""/kaggle/input/rsna-png/data/test/b51c3c24-f9aa-4039-9fc1-527a5567dff6.png"", ""/kaggle/input/rsna-png/data/test/34bf2fcd-131a-428c-9a21-cd2fa9041f9b.png"", ""/kaggle/input/rsna-png/data/test/436dce2a-06c3-4281-bb8e-840497a49381.png""]","[""pneumonia"", ""normal"", ""pneumonia"", ""normal"", ""normal""]","[null, null, null, null, null]","[""/kaggle/input/rsna-png/data/test/6b44464d-73a7-4cf3-bbb6-ffe7168300e3.annot.original.jpeg"", ""/kaggle/input/rsna-png/data/test/8FDE8DBA-CFBD-4B4C-B1A4-6F36A93B7E87.jpeg"", ""/kaggle/input/rsna-png/data/test/covid-19-pneumonia-23-day1.jpg"", ""/kaggle/input/rsna-png/data/test/1-s2.0-S0929664620300449-gr2_lrg-d.jpg"", ""/kaggle/input/rsna-png/data/test/COVID-119.png""]","[""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19""]","[null, null, null, null, null]"
/kaggle/input/rsna-png/data/test/COVID-00036.jpg,COVID-19,dino_correct_conv_wrong,False,True,"[""/kaggle/input/rsna-png/data/test/bd9af100-1805-4e0a-8875-4a4b7195f0d8.png"", ""/kaggle/input/rsna-png/data/test/3db7e979-5f97-4985-bf0c-cdea7951e246.png"", ""/kaggle/input/rsna-png/data/test/bd8facb9-dce0-4048-8249-e6078b28e1b7.png"", ""/kaggle/input/rsna-png/data/test/B2D20576-00B7-4519-A415-72DE29C90C34.jpeg"", ""/kaggle/input/rsna-png/data/test/88de9d8c39e946abd495b37cd07d89e5-6531-0.jpg""]","[""pneumonia"", ""pneumonia"", ""pneumonia"", ""COVID-19"", ""COVID-19""]","[null, null, null, null, null]","[""/kaggle/input/rsna-png/data/test/covid-19-pneumonia-43-day2.jpeg"", ""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200402113955515630.1003000225002.png"", ""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200416020138312830.1003000225002.png"", ""/kaggle/input/rsna-png/data/test/covid-19-pneumonia-evolution-over-a-week-1-day6.jpg"", ""/kaggle/input/rsna-png/data/test/COVID-00032.jpg""]","[""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19""]","[null, null, null, null, null]"
/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200320072856343530.1003000225002.png,COVID-19,dino_correct_conv_wrong,False,True,"[""/kaggle/input/rsna-png/data/test/ac648f87-a79f-4ce0-9439-23a8dd886b71.png"", ""/kaggle/input/rsna-png/data/test/afe1b6e2-203e-4ee5-856a-2f205d8bca2a.png"", ""/kaggle/input/rsna-png/data/test/DX.1.2.840.113564.1722810162.20200322024635362290.1203801020003.png"", ""/kaggle/input/rsna-png/data/test/acb5c720-f741-415c-993c-65855be08ffa.png"", ""/kaggle/input/rsna-png/data/test/6565a9e6-3f01-4de8-a18d-ade3121c5d7c.png""]","[""pneumonia"", ""pneumonia"", ""COVID-19"", ""pneumonia"", ""pneumonia""]","[null, null, null, null, null]","[""/kaggle/input/rsna-png/data/test/covid-19-pneumonia-23-day3.jpg"", ""/kaggle/input/rsna-png/data/test/3186d210-966f-4733-ba72-98729be9551a.png"", ""/kaggle/input/rsna-png/data/test/covid-19-pneumonia-23-day1.jpg"", ""/kaggle/input/rsna-png/data/test/c3a6ca22-c09b-4be0-a59d-e52718fbb645.png"", ""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200321001546031810.1003000225002.png""]","[""COVID-19"", ""pneumonia"", ""COVID-19"", ""pneumonia"", ""COVID-19""]","[null, null, null, null, null]"
/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200320103403375580.1003000225002.png,COVID-19,dino_correct_conv_wrong,False,True,"[""/kaggle/input/rsna-png/data/test/05d3817a-5535-4e77-8dda-d4412e496c81.png"", ""/kaggle/input/rsna-png/data/test/streptococcus-pneumoniae-pneumonia-temporal-evolution-1-day3.jpg"", ""/kaggle/input/rsna-png/data/test/f661fe70-2fc1-4564-9f53-45504c0b0688.png"", ""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200325010134750210.1003000225002.png"", ""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200321001546031810.1003000225002.png""]","[""pneumonia"", ""pneumonia"", ""pneumonia"", ""COVID-19"", ""COVID-19""]","[null, null, null, null, null]","[""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200416020138312830.1003000225002.png"", ""/kaggle/input/rsna-png/data/test/covid-19-pneumonia-evolution-over-a-week-1-day6.jpg"", ""/kaggle/input/rsna-png/data/test/covid-19-pneumonia-43-day0.jpeg"", ""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200403175115515840.1003000225002.png"", ""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200329171322703880.1003000225002.png""]","[""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19""]","[null, null, null, null, null]"
/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200320183426328780.1003000225002.png,COVID-19,dino_correct_conv_wrong,False,True,"[""/kaggle/input/rsna-png/data/test/c3751c94-ea6f-4a7c-b3bf-87a54012fa80.png"", ""/kaggle/input/rsna-png/data/test/DX.1.2.840.113564.1722810162.20200326172257446270.1203801020003.png"", ""/kaggle/input/rsna-png/data/test/05d3817a-5535-4e77-8dda-d4412e496c81.png"", ""/kaggle/input/rsna-png/data/test/streptococcus-pneumoniae-pneumonia-temporal-evolution-1-day3.jpg"", ""/kaggle/input/rsna-png/data/test/4dbc44ca-694a-4814-9a24-bc60c8d8d611.png""]","[""pneumonia"", ""COVID-19"", ""pneumonia"", ""pneumonia"", ""pneumonia""]","[null, null, null, null, null]","[""/kaggle/input/rsna-png/data/test/DX.1.2.840.113564.1722810162.202004081114029075.1203801020003.png"", ""/kaggle/input/rsna-png/data/test/DX.1.2.840.113564.1722810162.20200409104802496810.1203801020003.png"", ""/kaggle/input/rsna-png/data/test/16654_2_1.jpg"", ""/kaggle/input/rsna-png/data/test/1-s2.0-S0929664620300449-gr2_lrg-d.jpg"", ""/kaggle/input/rsna-png/data/test/DX.1.2.840.113564.1722810162.20200325130756972300.1203801020003.png""]","[""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19""]","[null, null, null, null, null]"
/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200321001546031810.1003000225002.png,COVID-19,dino_correct_conv_wrong,False,True,"[""/kaggle/input/rsna-png/data/test/streptococcus-pneumoniae-pneumonia-temporal-evolution-1-day3.jpg"", ""/kaggle/input/rsna-png/data/test/05d3817a-5535-4e77-8dda-d4412e496c81.png"", ""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200320103403375580.1003000225002.png"", ""/kaggle/input/rsna-png/data/test/4dbc44ca-694a-4814-9a24-bc60c8d8d611.png"", ""/kaggle/input/rsna-png/data/test/f661fe70-2fc1-4564-9f53-45504c0b0688.png""]","[""pneumonia"", ""pneumonia"", ""COVID-19"", ""pneumonia"", ""pneumonia""]","[null, null, null, null, null]","[""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200325010134750210.1003000225002.png"", ""/kaggle/input/rsna-png/data/test/COVID-131.png"", ""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200403211237078970.1003000225002.png"", ""/kaggle/input/rsna-png/data/test/DX.1.2.840.113564.1722810162.202004081114029075.1203801020003.png"", ""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200325012424140230.1003000225002.png""]","[""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19""]","[null, null, null, null, null]"
/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200321123520296900.1003000225002.png,COVID-19,dino_correct_conv_wrong,False,True,"[""/kaggle/input/rsna-png/data/test/streptococcus-pneumoniae-pneumonia-temporal-evolution-1-day0.jpg"", ""/kaggle/input/rsna-png/data/test/2c68016e-5a63-4430-a834-efe5d43edd0e.png"", ""/kaggle/input/rsna-png/data/test/e1d5a233-39ca-41dc-a289-b07c3e78cdb1.png"", ""/kaggle/input/rsna-png/data/test/f7379744-be39-44b2-8816-a743857bd6a6.png"", ""/kaggle/input/rsna-png/data/test/49b2fb17-b12c-4e5a-8c4a-02449027c42b.png""]","[""pneumonia"", ""pneumonia"", ""pneumonia"", ""pneumonia"", ""pneumonia""]","[null, null, null, null, null]","[""/kaggle/input/rsna-png/data/test/covid-19-pneumonia-44-day-8.jpeg"", ""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200325212815187370.1003000225002.png"", ""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200325010134750210.1003000225002.png"", ""/kaggle/input/rsna-png/data/test/DX.1.2.840.113564.1722810162.20200322024635362290.1203801020003.png"", ""/kaggle/input/rsna-png/data/test/covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-day-1.jpg""]","[""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19""]","[null, null, null, null, null]"
/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200325010134750210.1003000225002.png,COVID-19,dino_correct_conv_wrong,False,True,"[""/kaggle/input/rsna-png/data/test/f661fe70-2fc1-4564-9f53-45504c0b0688.png"", ""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200320103403375580.1003000225002.png"", ""/kaggle/input/rsna-png/data/test/bd8facb9-dce0-4048-8249-e6078b28e1b7.png"", ""/kaggle/input/rsna-png/data/test/b5714c0f-6d0f-4c56-833f-8b83f19e982a.png"", ""/kaggle/input/rsna-png/data/test/05d3817a-5535-4e77-8dda-d4412e496c81.png""]","[""pneumonia"", ""COVID-19"", ""pneumonia"", ""pneumonia"", ""pneumonia""]","[null, null, null, null, null]","[""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200321123520296900.1003000225002.png"", ""/kaggle/input/rsna-png/data/test/covid-19-pneumonia-44-day-8.jpeg"", ""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200325012424140230.1003000225002.png"", ""/kaggle/input/rsna-png/data/test/COVID-131.png"", ""/kaggle/input/rsna-png/data/test/covid-19-pneumonia-evolution-over-a-week-1-day3.jpg""]","[""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19""]","[null, null, null, null, null]"
/kaggle/input/rsna-png/data/test/DX.1.2.840.113564.1722810162.20200322024635362290.1203801020003.png,COVID-19,dino_correct_conv_wrong,False,True,"[""/kaggle/input/rsna-png/data/test/ac648f87-a79f-4ce0-9439-23a8dd886b71.png"", ""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200320072856343530.1003000225002.png"", ""/kaggle/input/rsna-png/data/test/f743c21e-5876-460b-bbd6-2e2dcca41baa.png"", ""/kaggle/input/rsna-png/data/test/acb5c720-f741-415c-993c-65855be08ffa.png"", ""/kaggle/input/rsna-png/data/test/afe1b6e2-203e-4ee5-856a-2f205d8bca2a.png""]","[""pneumonia"", ""COVID-19"", ""pneumonia"", ""pneumonia"", ""pneumonia""]","[null, null, null, null, null]","[""/kaggle/input/rsna-png/data/test/DX.1.2.840.113564.1722810162.202003281918584533.1203801020003.png"", ""/kaggle/input/rsna-png/data/test/DX.1.2.840.113564.1722810162.20200326172257446270.1203801020003.png"", ""/kaggle/input/rsna-png/data/test/1-s2.0-S0929664620300449-gr2_lrg-c.jpg"", ""/kaggle/input/rsna-png/data/test/DX.1.2.840.113564.1722810162.202004071718231126.1203801020003.png"", ""/kaggle/input/rsna-png/data/test/streptococcus-pneumoniae-pneumonia-temporal-evolution-1-day0.jpg""]","[""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19"", ""pneumonia""]","[null, null, null, null, null]"
/kaggle/input/rsna-png/data/test/DX.1.2.840.113564.1722810162.202004081114029075.1203801020003.png,COVID-19,dino_correct_conv_wrong,False,True,"[""/kaggle/input/rsna-png/data/test/c3751c94-ea6f-4a7c-b3bf-87a54012fa80.png"", ""/kaggle/input/rsna-png/data/test/34bf2fcd-131a-428c-9a21-cd2fa9041f9b.png"", ""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200320183426328780.1003000225002.png"", ""/kaggle/input/rsna-png/data/test/b51c3c24-f9aa-4039-9fc1-527a5567dff6.png"", ""/kaggle/input/rsna-png/data/test/COVID-116.png""]","[""pneumonia"", ""normal"", ""COVID-19"", ""pneumonia"", ""COVID-19""]","[null, null, null, null, null]","[""/kaggle/input/rsna-png/data/test/DX.1.2.840.113564.1722810162.20200409104802496810.1203801020003.png"", ""/kaggle/input/rsna-png/data/test/DX.1.2.840.113564.1722810162.20200325130756972300.1203801020003.png"", ""/kaggle/input/rsna-png/data/test/9C34AF49-E589-44D5-92D3-168B3B04E4A6.jpeg"", ""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200403211237078970.1003000225002.png"", ""/kaggle/input/rsna-png/data/test/DX.1.2.840.113564.1722810162.202004071718231126.1203801020003.png""]","[""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19""]","[null, null, null, null, null]"
/kaggle/input/rsna-png/data/test/COVID-116.png,COVID-19,dino_correct_conv_wrong,False,True,"[""/kaggle/input/rsna-png/data/test/37f17069-62ce-42ff-9fa4-d6a1056bd075.png"", ""/kaggle/input/rsna-png/data/test/c3751c94-ea6f-4a7c-b3bf-87a54012fa80.png"", ""/kaggle/input/rsna-png/data/test/DX.1.2.840.113564.1722810162.202004081114029075.1203801020003.png"", ""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200320183426328780.1003000225002.png"", ""/kaggle/input/rsna-png/data/test/275f9fff-2439-4f3f-9c48-7c21f348701a.png""]","[""pneumonia"", ""pneumonia"", ""COVID-19"", ""COVID-19"", ""normal""]","[null, null, null, null, null]","[""/kaggle/input/rsna-png/data/test/COVID-106.png"", ""/kaggle/input/rsna-png/data/test/covid-19-pneumonia-mild.JPG"", ""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200329163846250860.1003000225002.png"", ""/kaggle/input/rsna-png/data/test/covid-19-pneumonia-evolution-over-a-week-1-day0-PA.jpg"", ""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200322194859750610.1003000225002.png""]","[""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19""]","[null, null, null, null, null]"
/kaggle/input/rsna-png/data/test/COVID-119.png,COVID-19,dino_correct_conv_wrong,False,True,"[""/kaggle/input/rsna-png/data/test/ad446933-fb8e-4739-bb40-2063e796ffd8.png"", ""/kaggle/input/rsna-png/data/test/DX.1.2.840.113564.1722810162.20200326160333805210.1203801020003.png"", ""/kaggle/input/rsna-png/data/test/covid-19-pneumonia-mild.JPG"", ""/kaggle/input/rsna-png/data/test/af1d168c-4850-41e1-85b8-ff8fc645e671.png"", ""/kaggle/input/rsna-png/data/test/c2b24ebd-2c40-48c3-ba39-177224dd7db0.png""]","[""normal"", ""COVID-19"", ""COVID-19"", ""normal"", ""normal""]","[null, null, null, null, null]","[""/kaggle/input/rsna-png/data/test/COVID-94.png"", ""/kaggle/input/rsna-png/data/test/COVID-215.png"", ""/kaggle/input/rsna-png/data/test/DX.1.2.840.113564.1722810162.20200328170109600900.1203801020003.png"", ""/kaggle/input/rsna-png/data/test/6b44464d-73a7-4cf3-bbb6-ffe7168300e3.annot.original.jpeg"", ""/kaggle/input/rsna-png/data/test/COVID-116.png""]","[""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19""]","[null, null, null, null, null]"
